Issue Id,Project Key,Issue Type,Summary,Epic Name,Description,Priority,Status,Reporter,Assignee,Labels,Components,Fix Version/s,Affects Version/s,Sprint,Story Points,Created,Due Date,Parent Id,Epic Link
2e2741f1,FM,Sub-task,Sub-task — Implement step,,Sub-task for 'Task — Write tests' within story 'Futurematic — Refactor Search'.,High,Done,chloe@example.com,dev.dan@example.com,,Dot,,,Sprint 4,,2025-02-10,2025-02-23,4eb1e3d0,e1803e5d
233cb555,FM,Task,Task — Docs,,Task under story 'Futurematic — Refactor Search'.,Lowest,In Review,chloe@example.com,dev.cara@example.com,ado jira migration,,,,Sprint 1,3,2025-04-23,2025-05-02,,e1803e5d
9f7c52d0,FM,Sub-task,Sub-task — Review step,,Sub-task for 'Task — Docs' within story 'Futurematic — Refactor Search'.,Low,To Do,alice@example.com,dev.ben@example.com,,,,,Sprint 3,,2025-03-30,2025-04-30,233cb555,e1803e5d
7aa3fb05,FM,Story,Futurematic — Spec Jira,,User story: Futurematic — Spec Jira. Aligns with epic 'Futurematic — Product Tree'.,High,Done,alice@example.com,dev.anna@example.com,backend ops prototype,,,,Sprint 1,8,2025-05-10,2025-05-31,,e1803e5d
b4c7d0d9,FM,Task,Task — Telemetry,,Task under story 'Futurematic — Spec Jira'.,Highest,In Progress,chloe@example.com,,,LLM Mesh,,,,1,2025-01-24,2025-02-19,,e1803e5d
18de7da2,FM,Story,Futurematic — Document Figma,,User story: Futurematic — Document Figma. Aligns with epic 'Futurematic — Product Tree'.,Medium,In Review,chloe@example.com,dev.anna@example.com,ops,Gateway,1.1.0,,Sprint 4,3,2025-01-01,2025-01-29,,e1803e5d
01cdd662,FM,Task,Task — Error handling,,Task under story 'Futurematic — Document Figma'.,High,To Do,chloe@example.com,dev.emma@example.com,figma ops,UI,1.0.0,,Sprint 1,2,2025-03-28,2025-04-10,,e1803e5d
4daedc51,FM,Sub-task,Sub-task — Document step,,Sub-task for 'Task — Error handling' within story 'Futurematic — Document Figma'.,Highest,In Progress,chloe@example.com,dev.ben@example.com,api mcp prototype,Gateway,,,Sprint 2,,2025-07-19,2025-08-06,01cdd662,e1803e5d
90db5ea3,FM,Sub-task,Sub-task — Test step,,Sub-task for 'Task — Error handling' within story 'Futurematic — Document Figma'.,Low,In Progress,bob@example.com,dev.emma@example.com,jira migration ux,,,,Sprint 2,,2025-03-17,2025-04-21,01cdd662,e1803e5d
303e267c,FM,Sub-task,Sub-task — Document step,,Sub-task for 'Task — Error handling' within story 'Futurematic — Document Figma'.,Medium,In Progress,chloe@example.com,dev.ben@example.com,api figma jira,Admin,,,,,2025-07-02,2025-07-27,01cdd662,e1803e5d
7d45d462,FM,Story,Futurematic — Document Notifications,,User story: Futurematic — Document Notifications. Aligns with epic 'Futurematic — Product Tree'.,Highest,To Do,alice@example.com,dev.dan@example.com,frontend security ux,,1.1.0,,Sprint 3,1,2025-03-15,2025-04-18,,e1803e5d
b6cc3bff,FM,Task,Task — API wiring,,Task under story 'Futurematic — Document Notifications'.,Lowest,In Progress,chloe@example.com,dev.emma@example.com,ado github prototype,,1.0.0,,,1,2025-04-02,2025-05-07,,e1803e5d
d6787574,FM,Task,Task — Error handling,,Task under story 'Futurematic — Document Notifications'.,Highest,Done,alice@example.com,dev.cara@example.com,,Materials,,,Sprint 1,1,2025-03-06,2025-03-25,,e1803e5d
c77700c3,FM,Task,Task — Docs,,Task under story 'Futurematic — Document Notifications'.,Medium,In Review,alice@example.com,dev.ben@example.com,api frontend,Dot,,,Sprint 3,3,2025-01-11,2025-02-14,,e1803e5d
5bd1f03c,FM,Sub-task,Sub-task — Implement step,,Sub-task for 'Task — Docs' within story 'Futurematic — Document Notifications'.,Highest,In Progress,alice@example.com,dev.emma@example.com,docs migration performance,Connections,,,,,2025-07-20,2025-08-16,c77700c3,e1803e5d
c1ddbe15,FM,Sub-task,Sub-task — Test step,,Sub-task for 'Task — Docs' within story 'Futurematic — Document Notifications'.,Low,Done,chloe@example.com,dev.anna@example.com,,,,,Sprint 3,,2025-04-03,2025-04-28,c77700c3,e1803e5d
33398a60,FM,Bug,Bug — Slow CI fetch,,Synthetic bug for Futurematic epic 'Futurematic — Product Tree'.,Lowest,In Review,chloe@example.com,dev.emma@example.com,bug ,Materials,,,,,2025-03-07,2025-04-01,,e1803e5d
48374621,MP,Epic,MachinePay — LLM Mesh,MachinePay — LLM Mesh,"Epic to deliver machinepay — llm mesh across MachinePay.
Includes discovery, design, implementation and rollout.",High,To Do,alice@example.com,,,,0.9.0,,Sprint 1,,2025-06-21,2025-07-11,,
9506c2d8,MP,Story,MachinePay — Document OpenAPI,,User story: MachinePay — Document OpenAPI. Aligns with epic 'MachinePay — LLM Mesh'.,Low,In Review,bob@example.com,dev.dan@example.com,api docs,Connections,,,,8,2025-05-23,2025-06-03,,48374621
2175e4d3,MP,Task,Task — Write tests,,Task under story 'MachinePay — Document OpenAPI'.,Medium,In Review,chloe@example.com,dev.anna@example.com,,Studio,1.1.0,,,3,2025-05-09,2025-05-22,,48374621
eea29bc2,MP,Sub-task,Sub-task — Refactor step,,Sub-task for 'Task — Write tests' within story 'MachinePay — Document OpenAPI'.,Lowest,In Progress,alice@example.com,dev.anna@example.com,,Workflows,,,Sprint 3,,2025-03-18,2025-04-17,2175e4d3,48374621
e60cacf6,MP,Sub-task,Sub-task — Document step,,Sub-task for 'Task — Write tests' within story 'MachinePay — Document OpenAPI'.,Low,In Progress,chloe@example.com,dev.cara@example.com,,,,,,,2025-02-06,2025-02-23,2175e4d3,48374621
6bf37188,MP,Story,MachinePay — Implement OpenAPI,,User story: MachinePay — Implement OpenAPI. Aligns with epic 'MachinePay — LLM Mesh'.,Lowest,In Progress,chloe@example.com,dev.emma@example.com,api performance,Materials,1.1.0,,Sprint 4,3,2025-06-21,2025-07-02,,48374621
716326ad,MP,Task,Task — Write tests,,Task under story 'MachinePay — Implement OpenAPI'.,Highest,In Review,bob@example.com,dev.dan@example.com,ado security,Gateway,1.0.0,,,2,2025-06-27,2025-07-13,,48374621
7697e0e8,MP,Sub-task,Sub-task — Test step,,Sub-task for 'Task — Write tests' within story 'MachinePay — Implement OpenAPI'.,High,To Do,alice@example.com,dev.emma@example.com,github prototype,UI,,,,,2025-07-18,2025-08-13,716326ad,48374621
aac2877d,MP,Sub-task,Sub-task — Implement step,,Sub-task for 'Task — Write tests' within story 'MachinePay — Implement OpenAPI'.,Highest,Done,chloe@example.com,,github migration ux,Dot,,,,,2025-05-10,2025-05-18,716326ad,48374621
c09d4c36,MP,Sub-task,Sub-task — Document step,,Sub-task for 'Task — Write tests' within story 'MachinePay — Implement OpenAPI'.,Low,Done,chloe@example.com,dev.emma@example.com,,,,,Sprint 2,,2025-07-07,2025-08-01,716326ad,48374621
d04fb588,MP,Task,Task — UI polish,,Task under story 'MachinePay — Implement OpenAPI'.,High,In Review,alice@example.com,dev.ben@example.com,backend,Materials,,,Sprint 3,2,2025-05-25,2025-06-10,,48374621
931ca40d,MP,Task,Task — API wiring,,Task under story 'MachinePay — Implement OpenAPI'.,Lowest,In Review,chloe@example.com,dev.cara@example.com,docs figma performance,Connections,,,Sprint 2,2,2025-06-16,2025-07-13,,48374621
67b97b5e,MP,Sub-task,Sub-task — Review step,,Sub-task for 'Task — API wiring' within story 'MachinePay — Implement OpenAPI'.,Highest,In Progress,bob@example.com,dev.ben@example.com,figma security ux,Dot,,,,,2025-05-04,2025-05-11,931ca40d,48374621
33f55d96,MP,Sub-task,Sub-task — Review step,,Sub-task for 'Task — API wiring' within story 'MachinePay — Implement OpenAPI'.,High,Done,bob@example.com,dev.ben@example.com,docs frontend github,Dot,,,Sprint 2,,2025-03-26,2025-04-09,931ca40d,48374621
0fb5525d,MP,Story,MachinePay — Refactor Jira,,User story: MachinePay — Refactor Jira. Aligns with epic 'MachinePay — LLM Mesh'.,Low,In Review,alice@example.com,,figma frontend mcp,,0.9.0,,Sprint 2,1,2025-05-27,2025-06-12,,48374621
8ac9dc70,MP,Task,Task — Perf pass,,Task under story 'MachinePay — Refactor Jira'.,Highest,In Review,alice@example.com,,backend mcp security,Dot,,,,3,2025-02-06,2025-02-24,,48374621
3412ea62,MP,Task,Task — UI polish,,Task under story 'MachinePay — Refactor Jira'.,Highest,To Do,alice@example.com,dev.dan@example.com,,Gateway,,,Sprint 4,2,2025-05-02,2025-05-11,,48374621
a4b1cf16,MP,Sub-task,Sub-task — Test step,,Sub-task for 'Task — UI polish' within story 'MachinePay — Refactor Jira'.,High,In Progress,bob@example.com,dev.dan@example.com,ux,UI,,,Sprint 2,,2025-05-31,2025-06-13,3412ea62,48374621
14e86907,MP,Sub-task,Sub-task — Implement step,,Sub-task for 'Task — UI polish' within story 'MachinePay — Refactor Jira'.,Lowest,To Do,bob@example.com,dev.ben@example.com,api docs,Gateway,,,Sprint 3,,2025-05-28,2025-07-07,3412ea62,48374621
91050669,MP,Sub-task,Sub-task — Document step,,Sub-task for 'Task — UI polish' within story 'MachinePay — Refactor Jira'.,Highest,In Review,chloe@example.com,dev.dan@example.com,ado migration,Dot,,,Sprint 4,,2025-04-19,2025-05-19,3412ea62,48374621
c0fb2fbf,MP,Story,MachinePay — Spec Studio Panels,,User story: MachinePay — Spec Studio Panels. Aligns with epic 'MachinePay — LLM Mesh'.,Low,To Do,chloe@example.com,dev.ben@example.com,backend performance security,,,1.1.0,,13,2025-03-30,2025-05-01,,48374621
697db9d3,MP,Task,Task — Telemetry,,Task under story 'MachinePay — Spec Studio Panels'.,High,Done,alice@example.com,dev.anna@example.com,backend mcp,,,,,3,2025-01-24,2025-02-09,,48374621
e706b632,MP,Story,MachinePay — Document GitHub,,User story: MachinePay — Document GitHub. Aligns with epic 'MachinePay — LLM Mesh'.,Lowest,In Progress,chloe@example.com,dev.emma@example.com,ado,UI,1.1.0,,,5,2025-06-13,2025-07-21,,48374621
b7a2a696,MP,Task,Task — Write tests,,Task under story 'MachinePay — Document GitHub'.,Medium,Done,bob@example.com,dev.emma@example.com,,Connections,,,Sprint 3,2,2025-07-19,2025-08-20,,48374621
60b05e75,MP,Sub-task,Sub-task — Document step,,Sub-task for 'Task — Write tests' within story 'MachinePay — Document GitHub'.,High,To Do,bob@example.com,dev.ben@example.com,migration,Workflows,,,,,2025-02-19,2025-03-27,b7a2a696,48374621
b4ea9c9b,MP,Bug,Bug — UI overflow,,Synthetic bug for MachinePay epic 'MachinePay — LLM Mesh'.,High,Done,chloe@example.com,dev.dan@example.com,bug ,Studio,1.0.0,,,,2025-05-28,2025-06-20,,48374621
ea162371,MP,Bug,Bug — Studio crash on import,,Synthetic bug for MachinePay epic 'MachinePay — LLM Mesh'.,Medium,To Do,chloe@example.com,dev.cara@example.com,bug ,Admin,,1.0.0,Sprint 3,,2025-03-22,2025-04-24,,48374621
7e037511,MP,Bug,Bug — Auth failure,,Synthetic bug for MachinePay epic 'MachinePay — LLM Mesh'.,High,In Progress,alice@example.com,,bug security,,1.0.0,0.9.0,,,2025-06-24,2025-07-13,,48374621
4a7b274e,MP,Epic,MachinePay — Search,MachinePay — Search,"Epic to deliver machinepay — search across MachinePay.
Includes discovery, design, implementation and rollout.",Highest,To Do,bob@example.com,,,LLM Mesh,1.1.0,,Sprint 2,,2025-05-07,2025-05-14,,
d49e11c1,MP,Story,MachinePay — Integrate Notifications,,User story: MachinePay — Integrate Notifications. Aligns with epic 'MachinePay — Search'.,High,In Progress,bob@example.com,dev.anna@example.com,api jira,Materials,0.9.0,,Sprint 2,3,2025-01-09,2025-02-17,,4a7b274e
1dc54951,MP,Task,Task — Write tests,,Task under story 'MachinePay — Integrate Notifications'.,Medium,In Progress,bob@example.com,dev.dan@example.com,,Workflows,1.1.0,,,3,2025-05-01,2025-05-29,,4a7b274e
c1726cdf,MP,Sub-task,Sub-task — Refactor step,,Sub-task for 'Task — Write tests' within story 'MachinePay — Integrate Notifications'.,High,In Progress,alice@example.com,dev.ben@example.com,performance,,,,,,2025-05-23,2025-06-26,1dc54951,4a7b274e
0f45b6d4,MP,Sub-task,Sub-task — Test step,,Sub-task for 'Task — Write tests' within story 'MachinePay — Integrate Notifications'.,High,To Do,chloe@example.com,dev.ben@example.com,,,,,Sprint 3,,2025-03-06,2025-03-16,1dc54951,4a7b274e
27e4ed14,MP,Story,MachinePay — Refactor Notifications,,User story: MachinePay — Refactor Notifications. Aligns with epic 'MachinePay — Search'.,High,To Do,bob@example.com,dev.emma@example.com,figma migration prototype,Workflows,,,Sprint 1,1,2025-03-07,2025-04-05,,4a7b274e
a0753220,MP,Task,Task — Docs,,Task under story 'MachinePay — Refactor Notifications'.,Low,In Review,bob@example.com,dev.emma@example.com,backend,Materials,1.1.0,,Sprint 3,2,2025-06-11,2025-06-27,,4a7b274e
20389ef3,MP,Sub-task,Sub-task — Review step,,Sub-task for 'Task — Docs' within story 'MachinePay — Refactor Notifications'.,Highest,Done,bob@example.com,dev.ben@example.com,,,,,Sprint 1,,2025-07-19,2025-08-18,a0753220,4a7b274e
f2f23260,MP,Sub-task,Sub-task — Review step,,Sub-task for 'Task — Docs' within story 'MachinePay — Refactor Notifications'.,Lowest,Done,chloe@example.com,dev.anna@example.com,,Connections,,,Sprint 2,,2025-01-27,2025-02-09,a0753220,4a7b274e
05b6efc8,MP,Task,Task — Docs,,Task under story 'MachinePay — Refactor Notifications'.,Low,In Review,bob@example.com,dev.ben@example.com,frontend,,,,,3,2025-03-21,2025-04-11,,4a7b274e
582575c9,MP,Sub-task,Sub-task — Document step,,Sub-task for 'Task — Docs' within story 'MachinePay — Refactor Notifications'.,Highest,In Progress,chloe@example.com,dev.emma@example.com,docs figma mcp,UI,,,Sprint 3,,2025-04-24,2025-05-09,05b6efc8,4a7b274e
c6dc0f94,MP,Sub-task,Sub-task — Refactor step,,Sub-task for 'Task — Docs' within story 'MachinePay — Refactor Notifications'.,Medium,In Review,bob@example.com,dev.cara@example.com,frontend,Dot,,,Sprint 4,,2025-01-23,2025-02-27,05b6efc8,4a7b274e
6630ca7c,MP,Story,MachinePay — Harden Search,,User story: MachinePay — Harden Search. Aligns with epic 'MachinePay — Search'.,Lowest,Done,bob@example.com,dev.emma@example.com,migration,,1.0.0,,,3,2025-07-13,2025-08-19,,4a7b274e
ff40fac2,MP,Task,Task — Write tests,,Task under story 'MachinePay — Harden Search'.,Low,In Review,bob@example.com,dev.emma@example.com,github security,Dot,1.1.0,,Sprint 4,3,2025-01-21,2025-02-24,,4a7b274e
5d30e531,MP,Sub-task,Sub-task — Refactor step,,Sub-task for 'Task — Write tests' within story 'MachinePay — Harden Search'.,Low,To Do,chloe@example.com,dev.anna@example.com,ux,,,,Sprint 2,,2025-03-24,2025-04-01,ff40fac2,4a7b274e
666c2bf3,MP,Sub-task,Sub-task — Implement step,,Sub-task for 'Task — Write tests' within story 'MachinePay — Harden Search'.,Medium,Done,bob@example.com,,ado jira,,,,Sprint 2,,2025-05-07,2025-05-27,ff40fac2,4a7b274e
ec7b04f0,MP,Sub-task,Sub-task — Review step,,Sub-task for 'Task — Write tests' within story 'MachinePay — Harden Search'.,Low,In Progress,bob@example.com,dev.dan@example.com,,,,,Sprint 4,,2025-01-19,2025-02-25,ff40fac2,4a7b274e
7768ab90,MP,Story,MachinePay — Implement Figma,,User story: MachinePay — Implement Figma. Aligns with epic 'MachinePay — Search'.,Low,Done,bob@example.com,,figma,UI,1.0.0,1.0.0,,8,2025-04-28,2025-05-11,,4a7b274e
b007aba6,MP,Task,Task — API wiring,,Task under story 'MachinePay — Implement Figma'.,Medium,To Do,alice@example.com,dev.cara@example.com,ado security,Studio,1.1.0,,Sprint 2,1,2025-03-02,2025-04-05,,4a7b274e
3882861a,MP,Sub-task,Sub-task — Refactor step,,Sub-task for 'Task — API wiring' within story 'MachinePay — Implement Figma'.,Highest,In Review,chloe@example.com,dev.anna@example.com,,Dot,,,,,2025-05-08,2025-05-20,b007aba6,4a7b274e
c7d5fc4f,MP,Story,MachinePay — Document Filesystem,,User story: MachinePay — Document Filesystem. Aligns with epic 'MachinePay — Search'.,High,In Review,chloe@example.com,dev.ben@example.com,ops,UI,1.1.0,1.1.0,Sprint 3,1,2025-04-23,2025-05-12,,4a7b274e
2bd03314,MP,Task,Task — Write tests,,Task under story 'MachinePay — Document Filesystem'.,Lowest,In Progress,bob@example.com,dev.cara@example.com,,UI,,,,1,2025-06-03,2025-06-20,,4a7b274e
420480a1,MP,Sub-task,Sub-task — Implement step,,Sub-task for 'Task — Write tests' within story 'MachinePay — Document Filesystem'.,Low,Done,chloe@example.com,dev.ben@example.com,docs figma,Connections,,,Sprint 1,,2025-06-18,2025-07-19,2bd03314,4a7b274e
124139f8,MP,Sub-task,Sub-task — Refactor step,,Sub-task for 'Task — Write tests' within story 'MachinePay — Document Filesystem'.,Low,To Do,bob@example.com,dev.ben@example.com,,UI,,,Sprint 3,,2025-02-15,2025-02-24,2bd03314,4a7b274e
7342e037,MP,Task,Task — UI polish,,Task under story 'MachinePay — Document Filesystem'.,Lowest,In Progress,chloe@example.com,,,Studio,,,,3,2025-06-05,2025-06-16,,4a7b274e
6eed9259,MP,Story,MachinePay — Document Studio Panels,,User story: MachinePay — Document Studio Panels. Aligns with epic 'MachinePay — Search'.,Lowest,In Review,alice@example.com,,backend,UI,,,Sprint 2,1,2025-03-10,2025-04-19,,4a7b274e
9114f045,MP,Task,Task — Docs,,Task under story 'MachinePay — Document Studio Panels'.,Highest,In Review,chloe@example.com,dev.dan@example.com,backend prototype,Dot,1.1.0,,Sprint 2,3,2025-07-11,2025-07-24,,4a7b274e
b6755fde,MP,Sub-task,Sub-task — Test step,,Sub-task for 'Task — Docs' within story 'MachinePay — Document Studio Panels'.,Medium,Done,chloe@example.com,dev.dan@example.com,mcp security,Materials,,,Sprint 3,,2025-03-22,2025-04-18,9114f045,4a7b274e
6bdfc5bc,MP,Sub-task,Sub-task — Review step,,Sub-task for 'Task — Docs' within story 'MachinePay — Document Studio Panels'.,Lowest,To Do,bob@example.com,dev.emma@example.com,prototype,,,,,,2025-04-25,2025-05-27,9114f045,4a7b274e
d5055ed0,MP,Sub-task,Sub-task — Implement step,,Sub-task for 'Task — Docs' within story 'MachinePay — Document Studio Panels'.,Highest,In Progress,alice@example.com,dev.anna@example.com,performance,Materials,,,Sprint 3,,2025-07-17,2025-08-10,9114f045,4a7b274e
7b9e0480,MP,Task,Task — Docs,,Task under story 'MachinePay — Document Studio Panels'.,Lowest,In Review,bob@example.com,dev.ben@example.com,backend jira mcp,Workflows,1.1.0,,,2,2025-05-26,2025-06-15,,4a7b274e
4f0e2d1d,MP,Sub-task,Sub-task — Review step,,Sub-task for 'Task — Docs' within story 'MachinePay — Document Studio Panels'.,Low,To Do,chloe@example.com,dev.dan@example.com,api frontend migration,Admin,,,Sprint 2,,2025-04-17,2025-05-01,7b9e0480,4a7b274e
2de6e136,MP,Sub-task,Sub-task — Review step,,Sub-task for 'Task — Docs' within story 'MachinePay — Document Studio Panels'.,Lowest,In Progress,bob@example.com,dev.cara@example.com,performance,LLM Mesh,,,Sprint 1,,2025-04-25,2025-06-03,7b9e0480,4a7b274e
f0b9ced0,MP,Task,Task — Write tests,,Task under story 'MachinePay — Document Studio Panels'.,Highest,Done,chloe@example.com,dev.ben@example.com,migration security,Materials,,,Sprint 2,2,2025-01-22,2025-02-23,,4a7b274e
0432624d,MP,Sub-task,Sub-task — Document step,,Sub-task for 'Task — Write tests' within story 'MachinePay — Document Studio Panels'.,High,Done,bob@example.com,dev.cara@example.com,figma mcp,Workflows,,,,,2025-01-23,2025-02-06,f0b9ced0,4a7b274e
a664877d,MP,Sub-task,Sub-task — Review step,,Sub-task for 'Task — Write tests' within story 'MachinePay — Document Studio Panels'.,High,To Do,alice@example.com,dev.ben@example.com,,Connections,,,Sprint 1,,2025-06-09,2025-06-25,f0b9ced0,4a7b274e
f3ff969b,MP,Story,MachinePay — Refactor GitHub,,User story: MachinePay — Refactor GitHub. Aligns with epic 'MachinePay — Search'.,Lowest,In Review,bob@example.com,dev.dan@example.com,jira,Materials,,,Sprint 2,3,2025-03-15,2025-03-22,,4a7b274e
659e8fe2,MP,Task,Task — API wiring,,Task under story 'MachinePay — Refactor GitHub'.,Lowest,In Review,alice@example.com,dev.anna@example.com,frontend mcp ux,Studio,1.1.0,,,1,2025-04-07,2025-05-17,,4a7b274e
82f6427f,MP,Sub-task,Sub-task — Review step,,Sub-task for 'Task — API wiring' within story 'MachinePay — Refactor GitHub'.,Highest,To Do,bob@example.com,,backend performance security,LLM Mesh,,,Sprint 1,,2025-03-01,2025-04-01,659e8fe2,4a7b274e
8de21111,MP,Sub-task,Sub-task — Document step,,Sub-task for 'Task — API wiring' within story 'MachinePay — Refactor GitHub'.,High,Done,chloe@example.com,dev.ben@example.com,api figma prototype,UI,,,,,2025-03-20,2025-04-17,659e8fe2,4a7b274e
148aae44,MP,Task,Task — Docs,,Task under story 'MachinePay — Refactor GitHub'.,Low,In Progress,bob@example.com,dev.dan@example.com,jira,Materials,1.1.0,,,2,2025-01-08,2025-02-01,,4a7b274e
593bdbe3,MP,Sub-task,Sub-task — Document step,,Sub-task for 'Task — Docs' within story 'MachinePay — Refactor GitHub'.,Low,In Progress,alice@example.com,dev.cara@example.com,,Dot,,,Sprint 2,,2025-02-03,2025-02-23,148aae44,4a7b274e
b5f2757e,MP,Sub-task,Sub-task — Document step,,Sub-task for 'Task — Docs' within story 'MachinePay — Refactor GitHub'.,Low,In Review,alice@example.com,dev.anna@example.com,docs ux,Workflows,,,Sprint 2,,2025-05-17,2025-05-31,148aae44,4a7b274e
87f941e5,MP,Sub-task,Sub-task — Refactor step,,Sub-task for 'Task — Docs' within story 'MachinePay — Refactor GitHub'.,Highest,In Progress,chloe@example.com,dev.ben@example.com,api,LLM Mesh,,,,,2025-01-07,2025-01-31,148aae44,4a7b274e
1a8eb850,MP,Task,Task — Write tests,,Task under story 'MachinePay — Refactor GitHub'.,High,Done,alice@example.com,dev.ben@example.com,,,1.0.0,,,1,2025-02-17,2025-03-20,,4a7b274e
06c813ab,MP,Sub-task,Sub-task — Review step,,Sub-task for 'Task — Write tests' within story 'MachinePay — Refactor GitHub'.,Medium,Done,alice@example.com,dev.dan@example.com,,,,,,,2025-06-07,2025-07-15,1a8eb850,4a7b274e
4b66297c,MP,Bug,Bug — UI overflow,,Synthetic bug for MachinePay epic 'MachinePay — Search'.,High,To Do,alice@example.com,dev.emma@example.com,bug docs frontend migration,Studio,1.0.0,,Sprint 3,,2025-01-28,2025-03-04,,4a7b274e
2d4eb56d,MP,Epic,MachinePay — Security & Audit,MachinePay — Security & Audit,"Epic to deliver machinepay — security & audit across MachinePay.
Includes discovery, design, implementation and rollout.",Highest,In Progress,bob@example.com,dev.dan@example.com,ado backend performance,UI,1.0.0,0.9.0,,,2025-03-17,2025-03-27,,
ecc84aca,MP,Story,MachinePay — Spec Filesystem,,User story: MachinePay — Spec Filesystem. Aligns with epic 'MachinePay — Security & Audit'.,Lowest,To Do,alice@example.com,dev.dan@example.com,migration,UI,0.9.0,1.0.0,,13,2025-06-27,2025-07-14,,2d4eb56d
255af683,MP,Task,Task — Telemetry,,Task under story 'MachinePay — Spec Filesystem'.,Low,In Progress,alice@example.com,dev.anna@example.com,,Workflows,,,Sprint 2,2,2025-06-18,2025-07-04,,2d4eb56d
8d3ba2d7,MP,Task,Task — Docs,,Task under story 'MachinePay — Spec Filesystem'.,Highest,To Do,chloe@example.com,dev.dan@example.com,figma github ops,Connections,0.9.0,,Sprint 3,3,2025-05-08,2025-06-15,,2d4eb56d
53be0796,MP,Sub-task,Sub-task — Implement step,,Sub-task for 'Task — Docs' within story 'MachinePay — Spec Filesystem'.,Lowest,In Review,alice@example.com,,github mcp prototype,Connections,,,,,2025-02-17,2025-03-05,8d3ba2d7,2d4eb56d
5a9cc8de,MP,Task,Task — UI polish,,Task under story 'MachinePay — Spec Filesystem'.,Highest,In Progress,bob@example.com,dev.emma@example.com,,Admin,,,,1,2025-06-22,2025-07-17,,2d4eb56d
ce479119,MP,Sub-task,Sub-task — Review step,,Sub-task for 'Task — UI polish' within story 'MachinePay — Spec Filesystem'.,Medium,In Review,chloe@example.com,dev.dan@example.com,frontend mcp security,,,,,,2025-02-04,2025-02-18,5a9cc8de,2d4eb56d
6c089a83,MP,Sub-task,Sub-task — Document step,,Sub-task for 'Task — UI polish' within story 'MachinePay — Spec Filesystem'.,High,In Review,bob@example.com,dev.emma@example.com,api mcp performance,,,,Sprint 4,,2025-06-30,2025-07-25,5a9cc8de,2d4eb56d
ae3e4959,MP,Story,MachinePay — Design Studio Panels,,User story: MachinePay — Design Studio Panels. Aligns with epic 'MachinePay — Security & Audit'.,Lowest,To Do,alice@example.com,dev.dan@example.com,jira,Gateway,1.0.0,,Sprint 2,2,2025-03-01,2025-03-26,,2d4eb56d
fdee646b,MP,Task,Task — Telemetry,,Task under story 'MachinePay — Design Studio Panels'.,Medium,In Review,alice@example.com,dev.anna@example.com,docs jira,,0.9.0,,,2,2025-01-18,2025-02-13,,2d4eb56d
66589bac,MP,Sub-task,Sub-task — Implement step,,Sub-task for 'Task — Telemetry' within story 'MachinePay — Design Studio Panels'.,High,In Progress,chloe@example.com,,,,,,,,2025-06-15,2025-06-30,fdee646b,2d4eb56d
5dea13b1,MP,Sub-task,Sub-task — Test step,,Sub-task for 'Task — Telemetry' within story 'MachinePay — Design Studio Panels'.,Highest,To Do,alice@example.com,dev.emma@example.com,backend performance,Studio,,,,,2025-05-25,2025-06-21,fdee646b,2d4eb56d
b5409414,MP,Sub-task,Sub-task — Refactor step,,Sub-task for 'Task — Telemetry' within story 'MachinePay — Design Studio Panels'.,Low,To Do,bob@example.com,dev.cara@example.com,backend docs,Materials,,,Sprint 3,,2025-05-27,2025-06-27,fdee646b,2d4eb56d
b447b390,MP,Task,Task — Write tests,,Task under story 'MachinePay — Design Studio Panels'.,Medium,To Do,alice@example.com,dev.anna@example.com,ado,UI,,,,1,2025-02-14,2025-02-28,,2d4eb56d
a5f316d1,MP,Story,MachinePay — Document Notifications,,User story: MachinePay — Document Notifications. Aligns with epic 'MachinePay — Security & Audit'.,Lowest,Done,bob@example.com,dev.emma@example.com,frontend prototype,Connections,0.9.0,,Sprint 1,2,2025-06-23,2025-07-08,,2d4eb56d
a418a654,MP,Task,Task — Error handling,,Task under story 'MachinePay — Document Notifications'.,Low,In Progress,bob@example.com,dev.cara@example.com,backend figma,Dot,,,Sprint 1,2,2025-02-23,2025-03-22,,2d4eb56d
d7773221,MP,Sub-task,Sub-task — Test step,,Sub-task for 'Task — Error handling' within story 'MachinePay — Document Notifications'.,Highest,In Progress,alice@example.com,dev.anna@example.com,migration ops,Studio,,,Sprint 1,,2025-02-06,2025-03-03,a418a654,2d4eb56d
3b83a18e,MP,Sub-task,Sub-task — Implement step,,Sub-task for 'Task — Error handling' within story 'MachinePay — Document Notifications'.,High,In Progress,chloe@example.com,,github jira prototype,Admin,,,,,2025-01-23,2025-02-26,a418a654,2d4eb56d
42604239,MP,Task,Task — Error handling,,Task under story 'MachinePay — Document Notifications'.,High,In Progress,alice@example.com,dev.dan@example.com,,LLM Mesh,0.9.0,,,2,2025-05-17,2025-05-29,,2d4eb56d
24e2c580,MP,Sub-task,Sub-task — Test step,,Sub-task for 'Task — Error handling' within story 'MachinePay — Document Notifications'.,High,To Do,alice@example.com,dev.dan@example.com,github ops,Admin,,,Sprint 2,,2025-03-25,2025-04-30,42604239,2d4eb56d
f81ebf3d,MP,Story,MachinePay — Integrate ADO,,User story: MachinePay — Integrate ADO. Aligns with epic 'MachinePay — Security & Audit'.,Highest,Done,bob@example.com,dev.emma@example.com,,Gateway,,,Sprint 4,3,2025-03-25,2025-04-05,,2d4eb56d
